"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test API with special characters","2","Test API with special characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1986","test_check_if_two_strings_are_anagrams_part_1[Aa-aA-true]","tests.bdd","Thu Dec 04 11:04:09 UTC 2025","passed","Thu Dec 04 11:04:11 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1967","test_check_if_two_strings_are_anagrams_part_2[Dormitory-Dirty room-true]","tests.bdd","Thu Dec 04 11:05:27 UTC 2025","passed","Thu Dec 04 11:05:29 UTC 2025","","test_anagram_ui","",""
"Test that ReDoc docs are available","2","Test ReDoc documentation","tests.api","Thu Dec 04 11:03:17 UTC 2025","passed","Thu Dec 04 11:03:17 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1989","test_check_if_two_strings_are_anagrams_part_1[school master-the classroom-true]","tests.bdd","Thu Dec 04 11:03:54 UTC 2025","passed","Thu Dec 04 11:03:56 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","2066","test_check_if_two_strings_are_anagrams_part_2[HeLLo-oLLeH-true]","tests.bdd","Thu Dec 04 11:05:14 UTC 2025","passed","Thu Dec 04 11:05:16 UTC 2025","","test_anagram_ui","",""
"Test various non-anagram pairs","0","Test check method with non-anagrams","tests.unit","Thu Dec 04 11:03:14 UTC 2025","passed","Thu Dec 04 11:03:14 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2001","test_check_if_two_strings_are_anagrams_part_1[ab-ba-true]","tests.bdd","Thu Dec 04 11:04:07 UTC 2025","passed","Thu Dec 04 11:04:09 UTC 2025","","test_anagram_ui","",""
"Test factory function creates valid instance","1","Test factory function","tests.unit","Thu Dec 04 11:03:14 UTC 2025","passed","Thu Dec 04 11:03:14 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with special characters","2","Test API with special characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1893","test_check_if_two_strings_are_anagrams_part_1[school master-the classroom-true]","tests.bdd","Thu Dec 04 11:03:57 UTC 2025","passed","Thu Dec 04 11:03:59 UTC 2025","","test_anagram_ui","",""
"Test API with various whitespace scenarios","1","Test API with whitespace variations","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2109","test_check_if_two_strings_are_anagrams_part_1[school master-the classroom-true]","tests.bdd","Thu Dec 04 11:03:58 UTC 2025","passed","Thu Dec 04 11:04:00 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1960","test_check_if_two_strings_are_anagrams_part_2[aaa-aab-false]","tests.bdd","Thu Dec 04 11:05:09 UTC 2025","passed","Thu Dec 04 11:05:11 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1890","test_check_if_two_strings_are_anagrams_part_2[Dormitory-Dirty room-true]","tests.bdd","Thu Dec 04 11:05:28 UTC 2025","passed","Thu Dec 04 11:05:30 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","928","test_check_if_two_strings_are_anagrams_part_1[1-1-error]","tests.bdd","Thu Dec 04 11:04:18 UTC 2025","passed","Thu Dec 04 11:04:19 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","3270","test_check_if_two_strings_are_anagrams_part_1[listen-silent-true]","tests.bdd","Thu Dec 04 11:03:50 UTC 2025","passed","Thu Dec 04 11:03:54 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1900","test_check_if_two_strings_are_anagrams_part_2[AbC-CbA-true]","tests.bdd","Thu Dec 04 11:05:02 UTC 2025","passed","Thu Dec 04 11:05:04 UTC 2025","","test_anagram_ui","",""
"Single character inputs should fail min-length validation","1","Test API rejects single-character inputs","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1970","test_check_if_two_strings_are_anagrams_part_2[A decimal point-Im a dot in place-true]","tests.bdd","Thu Dec 04 11:05:25 UTC 2025","passed","Thu Dec 04 11:05:27 UTC 2025","","test_anagram_ui","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2080","test_check_if_two_strings_are_anagrams_part_1[eleven plus two-twelve plus one-true]","tests.bdd","Thu Dec 04 11:04:02 UTC 2025","passed","Thu Dec 04 11:04:04 UTC 2025","","test_anagram_ui","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2005","test_check_if_two_strings_are_anagrams_part_1[test@123-123@test-true]","tests.bdd","Thu Dec 04 11:04:29 UTC 2025","passed","Thu Dec 04 11:04:31 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1980","test_check_if_two_strings_are_anagrams_part_2[The Morse Code-Here come dots-true]","tests.bdd","Thu Dec 04 11:05:23 UTC 2025","passed","Thu Dec 04 11:05:25 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1882","test_check_if_two_strings_are_anagrams_part_1[!!-!!-true]","tests.bdd","Thu Dec 04 11:04:15 UTC 2025","passed","Thu Dec 04 11:04:17 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1987","test_check_if_two_strings_are_anagrams_part_1[hello-world-false]","tests.bdd","Thu Dec 04 11:03:50 UTC 2025","passed","Thu Dec 04 11:03:52 UTC 2025","","test_anagram_ui","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1977","test_check_if_two_strings_are_anagrams_part_2[abcabc-bcabca-true]","tests.bdd","Thu Dec 04 11:05:15 UTC 2025","passed","Thu Dec 04 11:05:17 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1018","test_check_if_two_strings_are_anagrams_part_2[0-0-error]","tests.bdd","Thu Dec 04 11:05:06 UTC 2025","passed","Thu Dec 04 11:05:07 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1934","test_check_if_two_strings_are_anagrams_part_1[eleven plus two-twelve plus one-true]","tests.bdd","Thu Dec 04 11:04:01 UTC 2025","passed","Thu Dec 04 11:04:03 UTC 2025","","test_anagram_ui","",""
"Test various valid anagram pairs","0","Test check method with valid anagrams","tests.unit","Thu Dec 04 11:03:14 UTC 2025","passed","Thu Dec 04 11:03:14 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with special characters","2","Test API with special characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with strings containing only whitespace","2","Test API with only whitespace","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2376","test_check_if_two_strings_are_anagrams_part_1[listen-silent-true]","tests.bdd","Thu Dec 04 11:03:51 UTC 2025","passed","Thu Dec 04 11:03:53 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1892","test_check_if_two_strings_are_anagrams_part_2[aaabbb-bbbaaa-true]","tests.bdd","Thu Dec 04 11:05:12 UTC 2025","passed","Thu Dec 04 11:05:14 UTC 2025","","test_anagram_ui","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1895","test_check_if_two_strings_are_anagrams_part_1[aa-aa-true]","tests.bdd","Thu Dec 04 11:04:07 UTC 2025","passed","Thu Dec 04 11:04:09 UTC 2025","","test_anagram_ui","",""
"Test various valid anagram pairs","0","Test check method with valid anagrams","tests.unit","Thu Dec 04 11:03:14 UTC 2025","passed","Thu Dec 04 11:03:14 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2082","test_check_if_two_strings_are_anagrams_part_1[hello_world-world_hello-true]","tests.bdd","Thu Dec 04 11:04:40 UTC 2025","passed","Thu Dec 04 11:04:42 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","2086","test_check_if_two_strings_are_anagrams_part_2[A decimal point-Im a dot in place-true]","tests.bdd","Thu Dec 04 11:05:35 UTC 2025","passed","Thu Dec 04 11:05:38 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2113","test_check_if_two_strings_are_anagrams_part_1[test#tag-gat#test-true]","tests.bdd","Thu Dec 04 11:04:42 UTC 2025","passed","Thu Dec 04 11:04:44 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1988","test_check_if_two_strings_are_anagrams_part_2[caf\xe9-\xe9fac-true]","tests.bdd","Thu Dec 04 11:04:39 UTC 2025","passed","Thu Dec 04 11:04:41 UTC 2025","","test_anagram_ui","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Thu Dec 04 11:03:18 UTC 2025","passed","Thu Dec 04 11:03:18 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1897","test_check_if_two_strings_are_anagrams_part_2[Funeral-Real fun-true]","tests.bdd","Thu Dec 04 11:05:32 UTC 2025","passed","Thu Dec 04 11:05:34 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1903","test_check_if_two_strings_are_anagrams_part_1[Aa-aA-true]","tests.bdd","Thu Dec 04 11:04:11 UTC 2025","passed","Thu Dec 04 11:04:13 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1977","test_check_if_two_strings_are_anagrams_part_2[Astronomer-Moon starer-true]","tests.bdd","Thu Dec 04 11:05:21 UTC 2025","passed","Thu Dec 04 11:05:23 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","1886","test_check_if_two_strings_are_anagrams_part_1[test#tag-gat#test-true]","tests.bdd","Thu Dec 04 11:04:37 UTC 2025","passed","Thu Dec 04 11:04:39 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2131","test_check_if_two_strings_are_anagrams_part_1[ab-ba-true]","tests.bdd","Thu Dec 04 11:04:11 UTC 2025","passed","Thu Dec 04 11:04:13 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1890","test_check_if_two_strings_are_anagrams_part_2[123-321-true]","tests.bdd","Thu Dec 04 11:04:51 UTC 2025","passed","Thu Dec 04 11:04:53 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","794","test_check_if_two_strings_are_anagrams_part_1[A-a-error]","tests.bdd","Thu Dec 04 11:04:19 UTC 2025","passed","Thu Dec 04 11:04:20 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part2.feature: Check if two strings are anagrams (Part 2)","1890","test_check_if_two_strings_are_anagrams_part_2[LISTEN-silent-true]","tests.bdd","Thu Dec 04 11:05:04 UTC 2025","passed","Thu Dec 04 11:05:06 UTC 2025","","test_anagram_ui","",""
"Test validation of empty strings","0","Test empty strings","tests.unit","Thu Dec 04 11:03:14 UTC 2025","passed","Thu Dec 04 11:03:14 UTC 2025","TestSortedAnagramValidator","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker_Part1.feature: Check if two strings are anagrams (Part 1)","2035","test_check_if_two_strings_are_anagrams_part_1[hello!-!olleh-true]","tests.bdd","Thu Dec 04 11:04:33 UTC 2025","passed","Thu Dec 04 11:04:35 UTC 2025","","test_anagram_ui","",""
